PING fe80::e6f8:9cff:fe4a:1285(fe80::e6f8:9cff:fe4a:1285) from fe80::e6f8:9cff:fe4a:1276 wlan0: 56 data bytes
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=24 ttl=64 time=1.67 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=25 ttl=64 time=1.51 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=26 ttl=64 time=59.0 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=27 ttl=64 time=1.45 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=28 ttl=64 time=105 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=29 ttl=64 time=25.1 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=30 ttl=64 time=1.07 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=31 ttl=64 time=68.1 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=32 ttl=64 time=0.682 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=33 ttl=64 time=0.706 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=34 ttl=64 time=0.720 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=35 ttl=64 time=60.6 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=36 ttl=64 time=0.692 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=37 ttl=64 time=0.715 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=38 ttl=64 time=0.711 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=39 ttl=64 time=0.669 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=40 ttl=64 time=0.633 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=41 ttl=64 time=204 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=42 ttl=64 time=24.5 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=43 ttl=64 time=44.9 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=44 ttl=64 time=68.0 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=45 ttl=64 time=192 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=46 ttl=64 time=12.7 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=47 ttl=64 time=33.2 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=48 ttl=64 time=56.9 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=49 ttl=64 time=0.604 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=50 ttl=64 time=2.18 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=51 ttl=64 time=24.0 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=52 ttl=64 time=252 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=53 ttl=64 time=0.602 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=54 ttl=64 time=94.2 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=55 ttl=64 time=14.9 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=56 ttl=64 time=139 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=57 ttl=64 time=0.570 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=58 ttl=64 time=186 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=59 ttl=64 time=0.552 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=60 ttl=64 time=0.553 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=61 ttl=64 time=54.2 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=62 ttl=64 time=0.542 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=63 ttl=64 time=0.550 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=64 ttl=64 time=0.535 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=65 ttl=64 time=48.9 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=66 ttl=64 time=0.581 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=67 ttl=64 time=96.2 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=68 ttl=64 time=16.4 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=69 ttl=64 time=0.518 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=70 ttl=64 time=0.536 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=71 ttl=64 time=86.2 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=72 ttl=64 time=109 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=73 ttl=64 time=29.4 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=74 ttl=64 time=0.705 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=75 ttl=64 time=0.518 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=76 ttl=64 time=0.539 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=77 ttl=64 time=20.3 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=78 ttl=64 time=0.574 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=79 ttl=64 time=0.620 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=80 ttl=64 time=94.0 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=81 ttl=64 time=116 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=82 ttl=64 time=0.551 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=83 ttl=64 time=59.2 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=84 ttl=64 time=81.2 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=85 ttl=64 time=103 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=86 ttl=64 time=23.3 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=87 ttl=64 time=0.619 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=88 ttl=64 time=0.523 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=89 ttl=64 time=0.737 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=90 ttl=64 time=17.3 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=91 ttl=64 time=39.3 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=92 ttl=64 time=0.557 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=93 ttl=64 time=0.522 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=94 ttl=64 time=7.15 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=95 ttl=64 time=0.542 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=96 ttl=64 time=54.6 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=97 ttl=64 time=0.525 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=98 ttl=64 time=0.590 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=99 ttl=64 time=0.613 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=100 ttl=64 time=0.564 ms

--- fe80::e6f8:9cff:fe4a:1285 ping statistics ---
100 packets transmitted, 100 received, 0% packet loss, time 99081ms
rtt min/avg/max/mdev = 0.518/38.740/404.124/67.543 ms
