0.0330481;0.0300718;0.0351134;0.0470813;0.0500993;0.155638;0.313202;0.023754;0.119371;0.195814;0.0400047;0.041305;0.0373258;0.0440583;0.0492896;0.0556086;0.162221;0.188802;0.185164;0.192957;0.0414585;0.0459361;0.0414413;0.0480261;0.055783;
0.0622146;0.0660562;0.0598565;0.0661506;0.0484763;0.0494457;0.0433105;0.0276686;0.0340887;0.173394;0.211885;0.206123;0.213368;0.174525;0.199556;0.206916;0.204704;0.213324;0.2106;0.211258;0.207322;0.0823506;0.0843138;0.111459;0.117986;
0.11271;0.120281;0.116522;0.121729;0.109511;0.0793491;0.09059;0.200436;0.208112;0.204312;0.21045;0.207835;0.1964;0.203689;0.0922076;0.19301;0.251431;0.250111;0.255367;0.25017;0.260646;0.254604;0.261055;0.268219;0.274766;
0.273226;0.273838;0.121273;0.123156;0.117435;0.117324;0.114764;0.109223;0.206825;0.231006;0.227568;0.228712;0.22587;0.236303;0.22801;0.234484;0.226819;0.529611;0.730501;0.651266;0.65706;0.651909;0.653887;0.651233;0.653526;
0.649588;0.655465;0.648346;0.284369;0.12505;0.113209;0.119523;0.116841;0.108253;0.115834;0.113888;0.110171;0.11633;0.112614;0.109357;0.0954128;0.101248;0.108976;0.113331;0.0801322;0.0880891;0.0846905;0.0905633;0.0682542;0.0703478;
0.0670859;0.0720498;0.0647379;0.068586;0.0699969;0.0758006;0.0833886;0.0914417;0.0970693;0.0921413;0.0936509;0.0835315;0.0867661;0.0516809;0.0560397;0.0529793;0.0583427;0.0647213;0.0573877;0.0649976;0.0617185;0.0663079;0.0427278;0.0402154;0.0456095;
0.0425216;0.0490887;0.0560677;0.0525738;0.0586443;0.055993;0.0603984;0.0698166;0.0452161;0.0438399;0.038067;0.0489816;0.0553381;0.052881;0.0615925;0.0550503;0.0571;0.0649858;0.0590778;0.0658827;0.0593917;0.0622979;0.0494602;0.0552999;0.0515751;
0.0586212;0.0657363;0.0515262;0.0576517;0.0542726;0.0588072;0.053371;0.057896;0.0632251;0.0692639;0.0648248;0.0697399;0.0747376;0.0717175;0.0782161;0.0659766;0.0741255;0.0699913;0.073939;0.0690087;0.0754532;0.0813947;0.0829841;0.0788383;0.0853579;
0.0795699;0.0852376;0.0821195;0.0768619;0.0814417;0.0759172;0.0819273;0.0773097;0.0518897;0.0573585;0.0645465;0.0320576;0.0370436;0.0351673;0.0429498;0.0505432;0.0481292;0.0567447;0.0526043;0.0609247;0.0549528;0.0605626;0.0565658;0.0336214;0.0288992;
0.0378057;0.0455069;0.0430762;0.0493082;0.0445106;0.0515867;0.0571395;0.0551918;0.0620679;0.0583476;0.0602176;0.0560963;0.0629545;0.0578093;0.0639538;0.060649;0.0665115;0.0706039;0.076347;0.174616;0.23084;0.236944;0.243055;0.102203;0.0600295;
