PING fe80::e6f8:9cff:fe4a:1285(fe80::e6f8:9cff:fe4a:1285) from fe80::e6f8:9cff:fe4a:1276 wlan0: 56 data bytes
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=23 ttl=64 time=287 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=24 ttl=64 time=208 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=25 ttl=64 time=127 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=26 ttl=64 time=150 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=27 ttl=64 time=1.59 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=28 ttl=64 time=92.4 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=29 ttl=64 time=1.51 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=30 ttl=64 time=2.18 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=31 ttl=64 time=60.7 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=32 ttl=64 time=283 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=33 ttl=64 time=102 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=34 ttl=64 time=124 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=35 ttl=64 time=0.737 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=36 ttl=64 time=70.7 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=37 ttl=64 time=0.683 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=38 ttl=64 time=0.747 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=39 ttl=64 time=142 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=40 ttl=64 time=0.658 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=41 ttl=64 time=187 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=42 ttl=64 time=0.624 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=43 ttl=64 time=30.9 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=44 ttl=64 time=52.8 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=45 ttl=64 time=0.635 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=46 ttl=64 time=100 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=47 ttl=64 time=533 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=48 ttl=64 time=43.8 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=49 ttl=64 time=0.678 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=50 ttl=64 time=0.632 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=51 ttl=64 time=10.7 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=52 ttl=64 time=135 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=53 ttl=64 time=55.8 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=54 ttl=64 time=0.577 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=55 ttl=64 time=0.604 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=56 ttl=64 time=123 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=57 ttl=64 time=248 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=58 ttl=64 time=66.5 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=59 ttl=64 time=1.30 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=60 ttl=64 time=0.975 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=61 ttl=64 time=0.628 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=62 ttl=64 time=4.77 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=63 ttl=64 time=78.1 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=64 ttl=64 time=0.529 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=65 ttl=64 time=125 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=66 ttl=64 time=4.62 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=67 ttl=64 time=0.519 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=68 ttl=64 time=0.525 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=69 ttl=64 time=10.4 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=70 ttl=64 time=32.8 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=71 ttl=64 time=54.5 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=72 ttl=64 time=0.556 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=73 ttl=64 time=616 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=74 ttl=64 time=125 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=75 ttl=64 time=0.543 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=76 ttl=64 time=0.571 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=77 ttl=64 time=0.552 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=78 ttl=64 time=17.0 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=79 ttl=64 time=141 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=80 ttl=64 time=63.3 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=81 ttl=64 time=0.568 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=82 ttl=64 time=107 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=83 ttl=64 time=0.662 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=84 ttl=64 time=0.561 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=85 ttl=64 time=489 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=86 ttl=64 time=101 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=87 ttl=64 time=22.4 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=88 ttl=64 time=32.7 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=89 ttl=64 time=0.545 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=90 ttl=64 time=0.604 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=91 ttl=64 time=0.581 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=92 ttl=64 time=0.581 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=93 ttl=64 time=61.9 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=94 ttl=64 time=0.552 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=95 ttl=64 time=109 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=96 ttl=64 time=30.0 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=97 ttl=64 time=0.958 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=98 ttl=64 time=485 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=99 ttl=64 time=0.561 ms
64 bytes from fe80::e6f8:9cff:fe4a:1285: icmp_seq=100 ttl=64 time=0.573 ms

--- fe80::e6f8:9cff:fe4a:1285 ping statistics ---
100 packets transmitted, 100 received, 0% packet loss, time 99097ms
rtt min/avg/max/mdev = 0.519/73.735/616.179/120.003 ms
