m0r100s1
0.207776;0.201572;0.201005;0.202188;0.200951;0.201468;0.201873;0.201012;0.201643;0.201683;0.201268;0.201483;0.201578;0.201384;0.201294;0.202149;0.200895;0.201838;0.201032;0.201222;0.20179;0.201354;0.201399;0.201301;0.202633;0.201011;0.201859;0.200818;0.200999;0.201723;0.201458;0.201425;0.201354;0.201691;0.20174;0.201249;0.201016;0.201515;0.201354;0.201092;0.201602;0.201807;0.201217;0.201672;0.201232;0.201047;0.202035;0.20072;0.201595;0.201581;0.201113;0.201251;0.302221;0.201176;0.201266;0.20105;0.202633;0.201179;0.201429;0.202074;0.201007;0.201628;0.201232;0.201232;0.201963;0.201641;0.201416;0.201278;0.201565;0.201932;0.201049;0.201504;0.201828;0.201176;0.202098;0.200675;0.202398;0.201427;0.200978;0.201328;0.201038;0.201876;0.201665;0.20181;0.201625;0.201494;0.201419;0.202506;0.200503;0.201338;0.201122;0.201217;0.201949;0.201103;0.201271;0.201344;0.201887;0.200804;0.201159;0.202214;
