m5r5s1
0.203046;0.0183934;0.0332319;0.02845;0.033312;0.0285929;0.073864;0.0278783;0.0231652;0.0278525;0.114781;0.0278666;0.0220932;0.0270374;0.0224199;0.0276901;0.0230931;0.0185064;0.0233677;0.018549;0.0232741;0.0184285;0.0231389;0.028452;0.0241484;0.0294512;0.0240531;0.0287927;0.023528;0.0290445;0.0244975;0.0191194;0.0246183;0.0192317;0.0235623;0.0183306;0.0337065;0.0185763;0.0236226;0.0191708;0.023739;0.0188573;0.0243279;0.0182908;0.0235807;0.0182855;0.0233884;0.304178;0.0247143;0.0192142;0.024679;0.0197407;0.0248127;0.0197339;0.0246269;0.0202055;0.0247214;0.0197254;0.0247431;0.0196412;0.0252991;0.0203827;0.0252616;0.0204831;0.0251926;0.0207715;0.027156;0.0223404;0.0284887;0.0237137;0.019015;0.0244233;0.0195029;0.0252321;0.0208932;0.0260978;0.0212939;0.0268257;0.0220256;0.0165952;0.0219229;0.0276652;0.0230717;0.0178661;0.0234791;0.170879;0.0229005;0.0188101;0.0241802;0.0192014;0.0245797;0.0197997;0.0248127;0.0198433;0.0249174;0.0202908;0.0147144;0.0223955;0.0355827;0.0206153;
