0.0430935;0.0573917;0.061151;0.0651696;0.0595875;0.0407317;0.0447234;0.0493421;0.155086;0.169412;0.173306;0.052014;0.055758;0.0595525;0.0637464;0.0679993;0.0487123;0.0524661;0.0565549;0.070522;0.0740995;0.0782552;0.0718294;0.0752354;0.0694919;
0.0731509;0.077073;0.0707316;0.0746328;0.0785644;0.0592499;0.0629263;0.0666903;0.0706984;0.0745335;0.0684718;0.0722576;0.0764973;0.0811587;0.0744265;0.0783402;0.0822575;0.0758068;0.0799006;0.0941931;0.0979444;0.0919704;0.0956211;0.0893024;0.0833091;
0.0609128;0.0543321;0.0593973;0.0646502;0.0437212;0.047426;0.174053;0.192954;0.192414;0.196841;0.190587;0.0418539;0.0462101;0.0502867;0.177022;0.181546;0.0425525;0.118204;0.377291;0.380838;0.307059;0.0741001;0.0671152;0.0710054;0.728222;
0.854538;0.858458;0.198728;0.175543;0.0563453;0.060176;0.0535568;0.0577758;0.0618444;0.0437656;0.0473256;0.0520224;0.0558723;0.0595647;0.349049;0.435099;0.0723942;0.0532454;0.060069;0.0579096;0.066806;0.0712689;0.0752905;0.0890498;0.0931609;
0.0868562;0.0907362;0.0844501;0.0782831;0.082101;0.0759572;0.079867;0.0837232;0.0776848;0.0816943;0.0859001;0.0898794;0.0833842;0.0877497;0.0916393;0.0853132;0.0888179;0.082736;0.0866303;0.0810656;0.0845156;0.0661947;0.0602724;0.0640456;0.0676917;
0.0919829;0.0864319;0.0898866;0.0618451;0.0657609;0.0598338;0.06341;0.0674429;0.0709496;0.0649548;0.0471748;0.061389;0.0654689;0.0692487;0.0628678;0.0671454;0.0707662;0.0747327;0.0788524;0.072519;0.0546138;0.0583813;0.0624597;0.056572;0.0601927;
0.0642973;0.0685015;0.0724564;0.0662819;0.0702142;0.073946;0.159328;0.184271;0.188329;0.181807;0.0751417;0.0687208;0.0626518;0.0662509;0.0468903;0.0509028;0.0548108;0.0586549;0.0627679;0.0667514;0.0704261;0.0746285;0.0684918;0.072292;0.0765011;
0.0702613;0.0743353;0.0784806;0.072258;0.0759972;0.0800078;0.0841919;0.0981905;0.0781497;0.053084;0.0570165;0.061487;0.0656715;0.0698795;0.0635926;0.0677015;0.0717497;0.075702;0.0795582;0.0732613;0.0774797;0.0914267;0.095478;0.0893212;0.093583;
0.0869886;0.0912698;0.0848999;0.0654255;0.0691106;0.0632534;0.0671362;0.0712078;0.0652397;0.0688158;0.0730471;0.076967;0.0812992;0.0752927;0.079377;0.0833438;0.0769665;0.0815699;0.0853727;0.0793144;0.0837308;0.0876247;0.0815998;0.0630565;0.0666311;
0.0808642;0.0850417;0.0794477;0.0626422;0.057091;0.061409;0.0651918;0.150925;0.176072;0.170272;0.059959;0.0632998;0.0672399;0.0613433;0.0658268;0.0692887;0.0733462;0.0772689;0.0719812;0.0752613;0.0690933;0.0726894;0.0771724;0.0710981;0.075054;
0.0790637;0.072925;0.0971717;0.0912258;0.0964624;0.0904448;0.0946602;0.0886189;0.0934022;0.0879596;0.0923484;0.0864732;0.0907298;0.0845046;0.0886495;0.103252;0.10742;0.10158;0.106219;0.0758282;0.0697841;0.0733695;0.067292;0.0713339;0.0754656;
0.0694836;0.0739297;0.0562134;0.0602449;0.0647181;0.0478752;0.0519909;0.0563977;0.0603679;0.133784;0.149015;0.0676486;0.0529616;0.0653167;0.069663;0.0635496;0.0676366;0.0718758;0.0862818;0.0904896;0.0849699;0.0887722;0.083061;0.077361;0.0818437;
0.0857477;0.0896241;0.0833879;0.0877834;0.0821503;0.033717;0.0380121;0.0519527;0.0564496;0.0380155;0.0523395;0.0563662;0.0705458;0.0745998;0.0685736;0.0724723;0.0766434;0.0706467;0.0745486;0.0785236;0.0725154;0.0768025;0.0808752;0.0610415;0.0647819;
0.0688159;0.0629425;0.0669995;0.0715496;0.0750658;0.0691915;0.0732678;0.0772504;0.0712131;0.0756496;0.0804756;0.0842959;0.0887678;0.0929489;0.0968098;0.0909494;0.095806;0.0997596;0.0941651;0.0980981;0.0917941;0.0964273;0.111267;0.114874;0.109062;
