0.440238;0.309077;0.44326;0.329439;0.640238;0.32466;1.04012;0.456411;0.423708;0.347319;0.429932;0.379792;0.414852;0.303329;0.464952;0.395495;0.471297;0.389938;0.486407;0.444208;0.371528;0.453156;0.549494;0.437453;0.348469;
0.371281;0.351306;0.531563;0.338453;0.551526;0.439284;0.308793;0.357593;0.463722;0.503048;0.334932;0.306579;0.357802;0.547937;0.307348;0.343047;0.332007;0.42235;0.386807;0.446927;0.840397;0.43465;0.565169;0.417093;0.433481;
0.804195;0.361755;0.622452;0.372609;0.381202;0.339703;0.59731;0.402798;0.443875;0.488651;0.331095;0.446904;0.73193;0.418609;0.307046;0.38159;0.335572;0.356002;0.436698;0.439306;0.456384;0.325125;0.375976;0.41364;0.304842;
0.340277;0.390386;0.387197;0.525067;0.362418;0.351787;0.345013;0.444998;0.325612;0.406762;0.378702;0.332982;0.325523;0.324115;0.354481;0.375261;0.42634;0.413966;0.414374;0.396772;0.326628;0.347132;0.300387;0.334353;0.328943;
0.338721;0.358942;0.52926;0.626098;0.432892;0.319435;0.48253;0.440135;0.344983;0.362536;0.671636;0.550572;0.526067;0.441684;0.475178;0.316145;0.316137;0.45336;0.399398;0.440195;0.36779;0.303571;0.383416;0.354498;0.31831;
0.290853;0.429768;0.530407;0.340633;0.366115;0.311201;0.329259;0.373276;0.414108;0.376607;0.421721;0.547907;0.465158;0.312416;0.630374;0.446297;0.368041;0.317076;0.364295;0.377809;0.332628;0.396527;0.300872;0.386089;0.421789;
0.511791;0.384341;0.591285;0.544007;0.39955;0.426158;0.436595;0.414237;0.561837;0.359009;0.350058;0.359648;0.326;0.507415;1.60535;0.372209;0.430008;0.712448;0.37687;0.309083;0.345314;0.435291;0.532632;0.466024;0.620775;
0.428748;0.352816;0.359372;0.332877;0.323305;0.340768;0.4312;0.421758;0.361122;0.336267;0.457143;0.312341;0.334418;0.396186;0.426909;0.437975;0.36967;0.449363;0.388021;0.323757;0.48924;0.322421;0.669906;0.666987;0.68107;

0.478924;0.782038;0.345312;0.348925;0.426238;0.362306;0.313699;0.38232;0.355644;0.438274;0.452873;0.584561;0.595207;0.303851;0.34604;0.412445;0.446397;0.324661;0.44232;0.568042;0.324492;0.454162;0.400679;0.315246;0.592149;
0.328888;0.349902;0.421375;0.434481;0.339113;0.395409;0.300795;0.42105;0.368306;0.353404;0.332812;0.572097;0.394991;0.532919;0.428375;0.836323;0.436629;0.458211;0.448624;0.664108;0.458788;0.418897;0.567243;0.398559;0.351417;
0.458114;0.78153;0.376252;0.324519;0.65401;0.312345;0.357925;0.387864;0.381365;0.436592;0.457265;0.415331;0.539123;1.04665;0.453878;0.434847;0.744184;1.20944;0.700108;0.422342;0.329432;0.356372;0.380146;0.374241;0.583935;
0.86732;0.345266;0.341267;0.347774;0.346634;0.367577;0.466157;0.474426;0.447447;0.341621;0.501582;0.460575;0.363409;0.355857;0.409134;0.328528;0.321013;0.356336;0.368654;0.295942;0.303982;0.441786;0.556975;0.453766;0.473423;
0.344364;0.314421;0.332702;0.464787;0.437614;0.368714;0.646681;0.347414;0.383491;0.567603;0.345312;0.344364;0.367407;0.358096;0.345256;0.470891;0.337922;0.346569;0.447406;0.314654;0.368339;0.53226;0.416528;0.343522;0.341574;
0.660549;0.579475;0.320529;0.344487;0.357009;0.314756;0.415702;0.45789;0.374426;0.367895;0.35342;0.306959;0.311114;0.327325;0.357726;0.424405;0.428268;0.826233;1.04237;0.65818;0.331793;0.499105;0.560418;0.474788;0.434094;
0.414272;0.474165;0.369595;0.314839;0.307565;0.435173;0.326493;0.306321;0.291119;0.42129;0.315487;0.470496;0.29457;0.451962;0.371024;0.341505;0.419246;0.391433;0.298905;0.365778;0.315119;0.352033;0.322308;0.428431;0.348358;
0.323004;0.384971;0.390098;0.612125;0.59533;0.326616;0.526761;0.345795;0.50185;0.447717;0.30084;0.419245;0.468449;0.462931;0.643112;0.508222;0.430472;0.405742;0.329193;0.410357;0.324927;0.422821;0.452092;0.324557;0.339748;

