m0r2s1
0.18688;0.189803;0.192144;0.194342;0.196802;0.199424;0.202456;0.204832;0.207739;0.209951;0.212521;0.215072;0.217342;0.219721;0.221951;0.225334;0.126993;0.129393;0.131992;0.135533;0.137921;0.139955;0.543436;0.201665;0.147126;0.148937;0.152348;0.154109;0.156429;0.158612;0.161075;0.264137;0.165795;0.168441;0.171456;0.174033;0.17608;0.179538;0.181513;0.183911;0.186002;0.289084;0.191123;0.193692;0.196049;0.198369;0.201468;0.303958;0.406119;0.207882;0.210474;0.312915;0.215231;0.21723;0.219346;0.523069;0.20109;0.126592;0.128931;0.131802;0.133859;0.136872;0.138677;0.140688;0.143204;0.145877;0.148155;0.151038;0.153533;0.155785;0.157866;0.160492;0.162958;0.16458;0.167165;0.170041;0.172869;0.17476;0.177439;0.180255;0.182837;0.185082;0.187827;0.190111;0.192462;0.19494;0.197108;0.20045;0.201873;0.204381;0.206208;0.208464;0.210977;0.212863;0.215154;0.216993;0.218779;0.221429;0.223849;0.125564;
