m0r10000s1
0.216095;0.201202;0.201871;0.201297;0.201578;0.201398;0.20579;0.20116;0.201407;0.201357;0.20189;0.201711;0.201522;0.201654;0.201692;0.201454;0.201091;0.202341;0.20114;0.201314;0.201432;0.201143;0.201902;0.202225;0.501679;0.201744;0.200872;0.201584;0.201156;0.201732;0.201087;0.202626;0.200835;0.201152;0.202051;0.201483;0.200517;0.201313;0.202741;0.201067;0.201735;0.201218;0.201576;0.201848;0.201207;0.201079;0.202236;0.200864;0.201588;0.201044;0.201689;0.201709;0.201175;0.201728;0.201635;0.201421;0.201252;0.201781;0.201515;0.201085;0.201021;0.201694;0.201604;0.201557;0.201214;0.20179;0.302153;0.201665;0.201486;0.201544;0.201571;0.201374;0.502294;0.201077;0.201887;0.201152;0.200907;0.201742;0.201574;0.201506;0.201704;0.201146;0.202145;0.200631;0.201405;0.201749;0.201448;0.200881;0.302303;0.200943;0.20157;0.201939;0.200932;0.201337;0.200916;0.201061;0.202041;0.20166;0.201221;0.201518;
