m0r50s1
0.229686;0.201606;0.201926;0.201321;0.201426;0.201526;0.20117;0.20156;0.201456;0.201851;0.201662;0.201519;0.201519;0.201236;0.201426;0.402043;0.201789;0.201064;0.201681;0.200937;0.201881;0.201274;0.202009;0.201105;0.202303;0.200773;0.201781;0.201664;0.201512;0.201215;0.201998;0.201107;0.201769;0.20176;0.200819;0.201724;0.201556;0.200935;0.202325;0.201171;0.201448;0.200849;0.201511;0.201762;0.201302;0.201623;0.201061;0.201756;0.201691;0.201234;0.201071;0.203297;0.20022;0.201119;0.20172;0.201464;0.202153;0.201793;0.200437;0.20172;0.200924;0.201217;0.201629;0.201318;0.201763;0.201416;0.201624;0.201632;0.201697;0.201419;0.200778;0.301896;0.301897;0.201191;0.201598;0.201443;0.201345;0.201784;0.301756;0.301939;0.200959;0.201231;0.201833;0.20158;0.201506;0.201305;0.201682;0.201861;0.200907;0.602991;0.201284;0.303389;0.200393;0.201572;0.201445;0.201411;0.301806;0.201674;0.202033;0.201565;
