0.199269,0.267827,0.261866,0.284877,0.208803
0.202163,0.201372,0.201808,0.200117,0.200617
0.200649,0.201333,0.202587,0.401917,0.302303
0.201696,0.201636,0.202308,0.201705,0.202348
0.20147,0.201634,0.201029,0.401582,0.201222
0.201787,0.201326,0.201815,0.402428,0.201562
0.201446,0.201261,0.201007,0.401832,0.201304
0.201358,0.201235,0.202197,0.301771,0.20179
0.201529,0.201327,0.200911,0.301715,0.201138
0.201509,0.201373,0.201915,0.20186,0.201898
0.201506,0.201443,0.301917,0.200861,0.201892
0.20151,0.201147,0.201637,0.201205,0.201273
0.201385,0.201727,0.201181,0.202762,0.201493
0.401587,0.201368,0.202027,0.201685,0.200602
0.20174,0.201376,0.201406,0.201034,0.201605
0.201447,0.201846,0.201559,0.201677,0.20174
0.201134,0.20113,0.201403,0.201323,0.202168
0.201567,0.201935,0.201155,0.201222,0.200981
0.30183,0.301288,0.202183,0.201528,0.201537
0.401491,0.201681,0.201603,0.201635,0.2011
0.202106,0.201349,0.201101,0.201291,0.201836
0.302532,0.202411,0.201296,0.202005,0.201269
0.200204,0.201171,0.301514,0.201695,0.201695
0.201522,0.200638,0.201621,0.200863,0.201257
0.202026,0.301563,0.202263,0.201606,0.201028
0.301451,0.201531,0.200736,0.20136,0.201785
0.201378,0.200972,0.201493,0.201629,0.202198
0.201969,0.201354,0.201338,0.201484,0.201366
0.20097,0.201563,0.201736,0.201406,0.202103
0.201663,0.201084,0.201265,0.201766,0.201231
0.20191,0.201771,0.201326,0.20145,0.201348
0.201746,0.201248,0.201654,0.201055,0.201228
0.602916,0.201827,0.201613,0.201862,0.201832
0.201238,0.201482,0.302307,0.200812,0.201123
0.201108,0.201007,0.200355,0.202079,0.201288
0.201704,0.201584,0.201557,0.201845,0.602687
0.201138,0.200852,0.302584,0.20102,0.201384
0.202211,0.201781,0.201599,0.201261,0.20175
0.200919,0.201834,0.301603,0.201705,0.201779
0.201601,0.201201,0.201169,0.20173,0.201562
0.201232,0.201388,0.201281,0.201634,0.20152
0.201381,0.201454,0.201577,0.202248,0.201866
0.2015,0.201374,0.201512,0.201039,0.200885
0.201732,0.201463,0.201548,0.402184,0.201779
0.201165,0.201253,0.3019,0.201525,0.201278
0.202256,0.201292,0.201504,0.201735,0.202207
0.200795,0.201761,0.201433,0.201899,0.201384
0.201022,0.202129,0.202092,0.201685,0.201261
0.202005,0.201419,0.201188,0.201347,0.201658
0.201078,0.200926,0.201587,0.30143,0.201572
0.201769,0.201825,0.200693,0.201964,0.201736
0.201708,0.201791,0.201904,0.201412,0.202022
0.201267,0.201492,0.201903,0.2016,0.200685
0.201553,0.20211,0.401757,0.200901,0.202445
0.201378,0.201099,0.201781,0.201279,0.200854
0.20114,0.201215,0.200953,0.202493,0.201881
0.201245,0.201617,0.201477,0.201043,0.201358
0.202185,0.201407,0.202048,0.201783,0.202172
0.201458,0.201387,0.201597,0.401598,0.201563
0.201303,0.201692,0.201884,0.202362,0.200782
0.20189,0.201346,0.201691,0.501856,0.201486
0.200985,0.201481,0.201163,0.301779,0.201221
0.201672,0.20179,0.20183,0.201561,0.201492
0.201412,0.2015,0.301394,0.201308,0.201815
0.201695,0.202049,0.201783,0.201841,0.201135
0.201601,0.201442,0.201017,0.201048,0.201164
0.20208,0.201288,0.301913,0.201813,0.201455
0.201841,0.20176,0.20137,0.201964,0.602984
0.201295,0.201091,0.201601,0.20134,0.201637
0.201851,0.202196,0.201317,0.702911,0.200857
0.201518,0.201574,0.201349,0.201565,0.201731
0.401849,0.201147,0.201928,0.201437,0.201709
0.201491,0.201617,0.201027,0.201748,0.201207
0.302339,0.203061,0.202144,0.201298,0.201347
0.201502,0.199865,0.201519,0.502584,0.201943
0.400822,0.201558,0.201336,0.201394,0.201295
0.202111,0.20145,0.201582,0.201367,0.402346
0.201493,0.201497,0.20117,0.201437,0.201767
0.201252,0.201989,0.201471,0.201377,0.401577
0.301645,0.201218,0.20171,0.201366,0.201291
0.202099,0.201568,0.202455,0.20177,0.200836
0.20084,0.201475,0.500945,0.201161,0.202234
0.201715,0.201695,0.201302,0.202146,0.201736
0.201687,0.20212,0.200791,0.201866,0.201221
0.201804,0.200821,0.201245,0.401548,0.201434
0.201772,0.202009,0.20131,0.201131,0.201519
0.301881,0.201779,0.201582,0.201741,0.201768
0.201261,0.200721,0.201941,0.201839,0.200842
0.502907,0.202155,0.201292,0.201651,0.201363
0.201161,0.300825,0.200677,0.201121,0.201634
0.201591,0.201385,0.201418,0.201089,0.201355
0.201854,0.301498,0.201294,0.302133,0.202238
0.20149,0.201181,0.201274,0.202136,0.201363
0.201623,0.202021,0.202052,0.201481,0.201217
0.301482,0.201206,0.201077,0.201563,0.603227
0.201715,0.201516,0.201431,0.201678,0.201125
0.201549,0.201487,0.200984,0.201279,0.201533
0.200782,0.201253,0.201769,0.20148,0.201277
0.200958,0.200882,0.200906,0.201972,0.201821
0.201761,0.201599,0.201595,0.200354,0.201454
