testWeitMitTimeout;1000;0.0814983;0.049227;0.0601632;0.0609013;0.0743288;0.142016;0.452816;0.1;0.177;0;0;
Tisch;1000;0.0801537;0.0502563;0.0612499;0.061963;0.0726272;0.134029;0.347333;0.1;0.153;0;0;
