0.616303;0.43135;0.334449;0.28558;0.376602;0.396821;0.507106;0.559876;0.412131;0.367275;
0.316108;0.294627;0.401237;0.466884;0.382164;0.779621;0.607401;0.787982;0.516672;0.435167;
0.500721;0.459368;0.316727;0.335942;0.427723;0.435501;0.515869;0.3012;0.361277;0.522215;
0.726444;0.324179;0.307012;0.470084;0.306108;0.354782;0.385041;0.46693;0.312646;0.364312;
0.346734;0.468096;0.764829;0.465624;0.29281;0.308761;0.411111;0.318651;0.318884;0.583843;
0.270751;0.29258;0.353853;0.610303;0.390811;0.364211;0.404644;0.404995;0.537533;0.36946;
0.444239;0.293404;0.506611;0.384831;0.48711;0.358369;0.419348;0.295435;0.477502;0.455612;
0.566534;0.349324;0.310015;0.310524;0.414607;0.435314;0.292231;0.403695;0.313118;0.678614;
0.628836;0.323708;0.398888;0.445343;0.302136;0.433941;0.392488;0.522173;0.291139;0.327236;
0.802108;0.375694;0.403409;0.572538;0.521095;0.446064;0.470049;0.312551;0.385748;0.353402;
0.356282;0.294248;0.281568;0.280595;0.442042;0.400647;0.390008;0.286943;0.469927;0.438042;
0.800359;0.29559;0.321595;0.536775;0.389312;0.496829;0.354236;0.60984;0.350134;0.487666;
0.636775;1.11657;1.01857;0.366367;0.395882;0.295324;0.296289;0.367909;0.583141;0.316327;
0.505136;0.870653;0.338723;0.296471;0.350074;0.318301;0.390068;0.450512;0.471271;0.432222;
0.321654;0.331961;0.281639;0.291853;0.442323;1.14315;0.411128;0.428095;0.378233;0.459197;
0.651228;0.29564;0.416201;0.301528;0.321686;0.311202;0.33986;0.369999;0.52059;0.417334;
0.307325;0.368128;0.601259;0.35365;0.549415;0.300481;0.448465;0.519749;0.427804;0.307752;
0.30354;0.569597;0.540566;0.298408;0.528705;0.402719;0.356513;0.326355;0.286417;0.512383;
0.451271;0.297365;0.428022;0.447466;0.395365;0.664284;0.618327;0.418546;0.346528;0.411338;
0.71634;0.663345;0.526258;0.402393;0.319359;0.341391;0.331497;0.494586;0.330586;0.27928;
0.729585;0.406266;0.325447;0.425853;0.55971;0.415721;0.467939;0.295562;0.313688;0.425548;
0.526041;0.31455;0.411578;0.297861;0.684831;0.281382;0.436273;0.352961;0.361639;0.991255;
0.286904;0.421568;0.359626;0.410355;0.553909;0.297954;0.309072;0.340344;0.504036;0.299952;
0.741129;0.440694;0.438749;0.480783;0.544713;0.527979;0.296772;0.307081;0.359999;0.61392;
