0.034247,0.0420123,0.0374454,0.0445232,0.143791,0.150126,0.0278764,0.0386544,0.0485168,0.139836,0.156859,0.0538874,0.050502,0.0473381,0.0437756,0.0615084,0.0613746,0.0654326,0.0718849,0.0631002,0.0481924,0.0516101,0.0492898,0.0560864,0.0525987
0.0489759,0.0456504,0.0424366,0.049548,0.0459767,0.042698,0.0597193,0.0568217,0.0523752,0.0490678,0.0456364,0.0429341,0.0441611,0.0543095,0.0636481,0.0605357,0.0469943,0.0372521,0.0468662,0.0470267,0.064545,0.0617303,0.0484746,0.0448812,0.0413024
0.0484406,0.0387991,0.048801,0.0483246,0.0451437,0.0418166,0.0483365,0.0453481,0.0419338,0.0487626,0.0461082,0.0429393,0.0392006,0.0467207,0.0456717,0.143774,0.151004,0.0351062,0.0313454,0.0290572,0.0395467,0.126908,0.0422715,0.0505247,0.0476202
0.0443841,0.0411291,0.0482948,0.0452016,0.0425773,0.0489054,0.137115,0.134706,0.0599712,0.0520644,0.0509968,0.0513595,0.0487726,0.0453901,0.043292,0.0411641,0.0481734,0.0463277,0.0429463,0.0501108,0.0494864,0.0467082,0.0438023,0.052364,0.0494581
0.0468795,0.0540754,0.0535397,0.0477981,0.0550746,0.0521108,0.0493657,0.0470197,0.0438759,0.0418018,0.0380372,0.0450539,0.0618374,0.0592347,0.0459478,0.0438916,0.040826,0.0488153,0.0471033,0.0441819,0.0414227,0.0500801,0.0470332,0.0439252,0.0438762
0.0403833,0.0471031,0.0441051,0.0356978,0.0422412,0.0390944,0.036043,0.042896,0.0410839,0.038909,0.0345027,0.0420342,0.0387213,0.0352733,0.0427861,0.0393633,0.0299497,0.041386,0.0579191,0.0746945,0.072873,0.0528926,0.0522396,0.0520876,0.0494135
0.0461363,0.0436383,0.051358,0.0485106,0.0461628,0.0430937,0.0497213,0.0482733,0.0554159,0.0523824,0.050309,0.0466203,0.0538398,0.0510219,0.0484332,0.130181,0.151818,0.0433164,0.0420763,0.051496,0.0484803,0.0467911,0.0430902,0.0406263,0.0374665
0.0442412,0.0418331,0.0382461,0.0454698,0.0439456,0.142925,0.180067,0.0712377,0.0527596,0.0535239,0.0522629,0.0498038,0.0462731,0.0534069,0.0510163,0.0311847,0.0396437,0.0521018,0.0488694,0.0460141,0.0540685,0.0515473,0.0498071,0.0479735,0.0442412
0.051786,0.0492369,0.0572173,0.0544417,0.0513204,0.0485611,0.0556317,0.0528297,0.0497832,0.0473365,0.0442557,0.0421079,0.0496968,0.0469578,0.0454148,0.0525286,0.049279,0.0466807,0.0440005,0.051307,0.048914,0.0567475,0.0530866,0.0499761,0.0481071
0.045544,0.0529604,0.131326,0.128301,0.0494603,0.0321445,0.0396968,0.0474671,0.0453561,0.0429914,0.0506123,0.0479228,0.0454816,0.042477,0.0493569,0.0663889,0.0633678,0.0509553,0.0422372,0.0501356,0.0740214,0.0707897,0.0533376,0.0510665,0.0527511
0.0494519,0.0476685,0.0446702,0.0520915,0.0490697,0.0462721,0.0434057,0.0519843,0.048522,0.0460665,0.043999,0.0513511,0.0482718,0.0554477,0.0525618,0.0497207,0.0567313,0.0537316,0.0510892,0.048139,0.0451069,0.0431935,0.0330699,0.0534063,0.0550613
0.0521876,0.0489894,0.0471835,0.0350862,0.0553606,0.068948,0.0665495,0.0536971,0.0448332,0.0520961,0.0545889,0.0517903,0.0484155,0.0457524,0.053186,0.051695,0.0474704,0.0444756,0.0416134,0.1406,0.0399521,0.0473291,0.0448482,0.0419496,0.0382872
0.0453927,0.0427744,0.0394042,0.0369731,0.0442272,0.040983,0.038163,0.045811,0.0423697,0.0396013,0.0366688,0.04431,0.0415829,0.0380552,0.0454236,0.0432091,0.0397047,0.046843,0.0442596,0.0410131,0.0479724,0.0457969,0.0427165,0.0400983,0.0480929
0.0449276,0.0420526,0.0503389,0.0483341,0.0457967,0.0531078,0.0703866,0.0673176,0.05466,0.0514948,0.0377835,0.0444287,0.042325,0.0436527,0.0546622,0.0536135,0.0509206,0.047741,0.0545096,0.052378,0.0331469,0.0414935,0.0548259,0.0517184,0.0487121
0.0453726,0.0427989,0.0396103,0.046245,0.0441172,0.0420062,0.0481132,0.0453312,0.0526373,0.0495915,0.0469805,0.0646177,0.0717989,0.160332,0.157357,0.0457219,0.0438799,0.0409311,0.0388609,0.0466345,0.0433607,0.041009,0.0484811,0.0452545,0.0427013
0.0502854,0.0470682,0.0451656,0.144492,0.16266,0.0444348,0.0419296,0.0408885,0.0386177,0.0308446,0.0431278,0.0529133,0.0498506,0.0480321,0.0446559,0.0624883,0.059702,0.0408287,0.0493453,0.0510884,0.0477257,0.0451953,0.0526791,0.050036,0.0467771
0.0433769,0.0413877,0.0381135,0.0555941,0.0359606,0.0446521,0.0462798,0.0433746,0.0508207,0.0478095,0.0542883,0.051635,0.0592985,0.056719,0.0383424,0.0454032,0.0484086,0.045121,0.0434093,0.0509179,0.0487873,0.0467786,0.0539864,0.0507687,0.0483289
0.0557713,0.0530998,0.0502005,0.0477875,0.0445766,0.0422235,0.0394203,0.046584,0.0449946,0.0480308,0.0350469,0.0555471,0.055119,0.053091,0.0500049,0.0468686,0.0445728,0.0513971,0.0395798,0.0358309,0.0431266,0.0404705,0.0368956,0.0448113,0.042485
0.049873,0.0467532,0.0541438,0.0515039,0.0484125,0.0455158,0.0422081,0.0493454,0.0469202,0.0437779,0.0503819,0.0476427,0.0550256,0.0517225,0.0499567,0.0570551,0.0536406,0.0512908,0.0481445,0.0466413,0.0434214,0.0413906,0.0386899,0.0460871,0.04353
0.0408178,0.0480979,0.0451185,0.0429548,0.0506842,0.0483275,0.0458153,0.042548,0.0494843,0.0566139,0.0537098,0.0510317,0.0488328,0.0459475,0.052851,0.0509698,0.0583615,0.0551769,0.0530789,0.050098,0.0482427,0.0449883,0.0431696,0.0401286,0.0375191
0.0457604,0.0431657,0.0406365,0.0481279,0.045459,0.0422471,0.0394772,0.0473717,0.0446817,0.0419842,0.150753,0.147947,0.067148,0.0547293,0.0366901,0.0465241,0.0488097,0.0465866,0.0558276,0.0553444,0.0523515,0.0520018,0.051164,0.0485347,0.0484963
0.0457343,0.0436369,0.0416496,0.0492601,0.0469359,0.0444113,0.0417605,0.0487551,0.0464079,0.0433305,0.0409909,0.049229,0.0468239,0.0537693,0.0513597,0.0485164,0.147477,0.155095,0.0447891,0.0418635,0.0488956,0.046745,0.0442052,0.0411365,0.0482299
0.04575,0.0431315,0.0506238,0.0580663,0.0557383,0.0527315,0.0500872,0.0475728,0.0448095,0.0417445,0.0395398,0.047876,0.0450717,0.0431047,0.0425602,0.0439894,0.0541766,0.0650522,0.052051,0.0490235,0.0480119,0.0375567,0.0481805,0.0500542,0.0464482
0.0440689,0.0734707,0.104794,0.107217,0.095446,0.0924358,0.0810092,0.0682961,0.0654802,0.0523384,0.0496607,0.0472371,0.0543614,0.0514303,0.0492427,0.0460269,0.0438254,0.0409316,0.0480794,0.0457489,0.0423084,0.0492217,0.0472616,0.044556,0.0420346
0.0497428,0.0465062,0.0440648,0.0410606,0.0482808,0.0452436,0.0363789,0.0331548,0.0310804,0.0384702,0.0462223,0.0433343,0.0410941,0.0485923,0.0455022,0.0527271,0.0503554,0.0472478,0.0455121,0.045456,0.0556319,0.0583774,0.0560217,0.0532263,0.0516245
0.0415403,0.0524679,0.0541656,0.0517789,0.0490477,0.0393244,0.050272,0.0517184,0.05049,0.0480388,0.0458543,0.0540095,0.0508238,0.0478183,0.055675,0.0529341,0.0503862,0.0484255,0.0453896,0.0437065,0.0408703,0.0482705,0.0465982,0.0441847,0.0410632
0.049555,0.0462508,0.0432432,0.0513993,0.0479186,0.045733,0.0530297,0.0523209,0.0496179,0.0477804,0.0280317,0.0391291,0.0357198,0.0433481,0.0417296,0.0388246,0.0365309,0.0444292,0.0414012,0.0386556,0.0366391,0.0440934,0.0416194,0.033177,0.030831
0.0298111,0.0378555,0.0345725,0.0328651,0.0414544,0.0379454,0.0552325,0.052957,0.0506485,0.0474565,0.0455047,0.0422231,0.0405404,0.0372517,0.0439742,0.0422518,0.0393764,0.0368092,0.0850854,0.0830512,0.0704457,0.0676504,0.0551027,0.0520372,0.0499809
0.0467681,0.0447803,0.0374856,0.0463532,0.138742,0.186548,0.173409,0.0975168,0.0776654,0.0487639,0.04626,0.0377822,0.0470722,0.0480253,0.0454473,0.0531374,0.0499891,0.046896,0.0551177,0.0525125,0.0493434,0.046674,0.0434778,0.0410357,0.0377093
0.0449525,0.0424762,0.0508531,0.0478865,0.0452617,0.0421518,0.0496231,0.0472528,0.0490457,0.0363463,0.0436426,0.041119,0.0382725,0.0452463,0.0431368,0.0399748,0.047185,0.0445724,0.035643,0.0572632,0.0576393,0.0367754,0.068496,0.0705465,0.0684633
0.0552021,0.0527583,0.050562,0.0480946,0.0555392,0.0528539,0.0506049,0.0481722,0.0559755,0.0529848,0.0513568,0.0493618,0.0472265,0.0446824,0.0422409,0.0501604,0.0474757,0.0449221,0.0523815,0.0498759,0.148964,0.0362715,0.0338792,0.0416074,0.0499535
